Project,Title,Agreement Date,Start Date Planned,Start Date Actual,End Date Planned,End Date Actual,Year,Sector,Focus Area,Zone,State,LGA,Funding Source,Funding Agencies,Implementer,Project Cost (USD),Committed (USD),Disbursed (USD),Autocoder ADM2 Geonames Matches,Autocoder ADM1 Geonames Matches,Autocoder Country Geonames Match
NGA/000484,Support scale up of Seasonal Malaria Chemoprevention (SMC),05/11/2012,05/11/2012,,01/08/2015,, Unplanned; 2012; 2013; 2014; 2015,Health,Malaria,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Malaria Consortium,"1,498,738","1,498,738","748,487",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000485,Using incentive based approaches to increase uptake of new vaccines and improve performance of routine immunization programs,05/11/2012,05/11/2012,,30/04/2015,, Unplanned; 2012; 2013; 2014; 2015,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Johns Hopkins University,"2,063,159","2,063,159","1,200,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000486,Service Delivery Quality Assessment and Resource Tracking Study in Nigeria,08/11/2012,08/11/2012,,30/08/2015,, Unplanned; 2012; 2013; 2014; 2015,Health,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Bank for Reconstruction and Development,"4,499,313","4,499,313","3,930,961",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000487,"Reducing the burden of maternal infection, developing the investment case and plans for dual Syphilis and HIV PMTCT",25/10/2012,25/10/2012,,31/03/2014,, Unplanned; 2012; 2013; 2014,Health,Maternal Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Pathfinder International,"1,499,500","100,000","1,499,500",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000488,Growing Financial Integrity & Inclusion,15/01/2013,15/01/2013,,30/09/2016,, Unplanned; 2013; 2014; 2015; 2016,Finance,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Bank for Reconstruction and Development,"1,394,141","154,872","1,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000489,WHO Nigeria Technical Surge,12/04/2012,12/04/2012,,31/05/2014,, Unplanned; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"37,671,123","37,671,123","34,683,410",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000490,WHO Nigeria Technical Surge,12/04/2012,12/04/2012,,31/05/2014,, Unplanned; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"37,671,123","37,671,123","34,683,410",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000491,Advance Family Planning—Fulfilling the London Summit on Family Planning Commitments,01/11/2012,01/11/2012,,30/09/2017,, Unplanned; 2012; 2013; 2014; 2015; 2016; 2017,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Johns Hopkins University,"24,072,727","750,000","5,008,237",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000492,Baseline Analysis and Strategy Development for Seed Trade Associations in Tanzania and Nigeria,18/09/2012,18/09/2012,,30/09/2013,, Unplanned; 2012; 2013,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Action for Enterprise,"249,435","124,718","249,435",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000493,Baseline Analysis and Strategy Development for Seed Trade Associations in Tanzania and Nigeria,18/09/2012,18/09/2012,,30/09/2013,, Unplanned; 2012; 2013,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Action for Enterprise,"249,435","112,246","249,435",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000494,Capacity Building to Monitor Progress in Family Planning - Track20,10/04/2013,10/04/2013,,31/03/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Futures Institute Inc.,"13,012,364","433,333","3,246,309",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000495,Capacity Building to Monitor Progress in Family Planning - Track20,10/04/2013,10/04/2013,,31/03/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Futures Institute Inc.,"13,012,364","327,273","3,246,309",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000496,"Hollywood, Health & Society Global Centers for Health and Development in Nigeria and India",27/11/2012,27/11/2012,,31/12/2014,, Unplanned; 2012; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,University of Southern California - Department of Contracts and Grants,"2,499,925","1,249,925","1,401,762",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000497,Developing Net Durability Criteria to Inform Procurement Decisions and Innovation,26/10/2012,26/10/2012,,31/12/2014,, Unplanned; 2012; 2013; 2014,Health,Malaria,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Results for Development Institute,"1,155,076","69,300","1,155,076",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000498,"NAPPMED Planning Grant: Engaging Patent and Proprietary Medicine Dealers to improve management of childhood diarrhea, pneumonia and malaria in Nigeri",13/11/2012,13/11/2012,,30/08/2014,, Unplanned; 2012; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,University of California San Francisco,"1,499,931","1,499,931","1,499,931",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000499,Performance Monitoring and Accountability 2020 (PMA2020),12/04/2013,12/04/2013,,31/03/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Johns Hopkins University,"14,799,124","1,137,747","3,559,618",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000500,Performance Monitoring and Accountability 2020 (PMA2020),12/04/2013,12/04/2013,,31/03/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Johns Hopkins University,"14,799,124","1,137,747","3,559,618",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000501,Improved MSc in Cultivar Development in Africa (IMCDA),18/10/2013,18/10/2013,,31/10/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Alliance for a Green Revolution in Africa,"12,313,019","613,213","4,331,749",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000502,Micro Reforms for African Agribusiness (MIRA),12/09/2013,12/09/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Agricultural resource Policy,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Alliance for a Green Revolution in Africa,"10,982,157","2,196,431","2,822,621",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000503,Diarrhea and Pneumonia Market Research in West Africa,01/02/2013,01/02/2013,,31/10/2014,, Unplanned; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Pathfinder International,"1,139,525","359,000","1,139,525",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000504,Better Outcomes in Labor Difficulty (BOLD) Planning Grant,15/01/2013,15/01/2013,,30/11/2015,, Unplanned; 2013; 2014; 2015,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"2,904,239","347,119","2,452,193",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000505,Expand access to life-saving vaccines by accelerating the introduction of new vaccines and strengthening the underlying systems that deliver immuniza,12/11/2013,12/11/2013,,30/06/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,088,284","2,828,692","6,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000506,Expand access to life-saving vaccines by accelerating the introduction of new vaccines and strengthening the underlying systems that deliver immuniza,12/11/2013,12/11/2013,,30/06/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,088,284","2,828,692","6,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000507,Expand access to life-saving vaccines by accelerating the introduction of new vaccines and strengthening the underlying systems that deliver immuniza,12/11/2013,12/11/2013,,30/06/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,088,284","2,828,692","6,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000508,Expand access to life-saving vaccines by accelerating the introduction of new vaccines and strengthening the underlying systems that deliver immuniza,12/11/2013,12/11/2013,,30/06/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,088,284","1,983,689","6,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000509,Expand access to life-saving vaccines by accelerating the introduction of new vaccines and strengthening the underlying systems that deliver immuniza,12/11/2013,12/11/2013,,30/06/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,088,284","1,983,689","6,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000510,Expand access to life-saving vaccines by accelerating the introduction of new vaccines and strengthening the underlying systems that deliver immuniza,12/11/2013,12/11/2013,,30/06/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,088,284","1,983,689","6,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000511,Building Blocks for FP2020 in Pakistan and Nigeria,01/11/2013,01/11/2013,,31/10/2015,, Unplanned; 2013; 2014; 2015,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Pathfinder International,"1,000,000","300,000","620,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000512,Building Blocks for FP2020 in Pakistan and Nigeria,01/11/2013,01/11/2013,,31/10/2015,, Unplanned; 2013; 2014; 2015,Health,Reproductive Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Pathfinder International,"1,000,000","300,000","620,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000513,Champions for Change: Advocating for Healthy Families in Nigeria,15/10/2013,15/10/2013,,30/04/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Maternal Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Public Health Institute,"3,217,750","3,217,750","1,300,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000514,Champions for Change: Advocating for Healthy Families in Nigeria,15/10/2013,15/10/2013,,30/04/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Maternal Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Public Health Institute,"3,217,750","1,582,780","1,300,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000515,Africa Soil Information Service (AfSIS) – Transition to Phase II,30/05/2013,30/05/2013,,30/11/2014,, Unplanned; 2013; 2014,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Columbia Global Center – Africa,"4,902,237","980,447","2,620,404",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000516,Africa Soil Information Service (AfSIS) – Transition to Phase II,30/05/2013,30/05/2013,,30/11/2014,, Unplanned; 2013; 2014,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Columbia Global Center – Africa,"4,902,237","490,224","2,620,404",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000517,OpenTEEAL (The Essential Electronic Agricultural Library),25/10/2013,25/10/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Cornell University,"4,998,085","1,149,560","2,109,074",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000518,OpenTEEAL (The Essential Electronic Agricultural Library),25/10/2013,25/10/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Cornell University,"4,998,085","333,205","2,109,074",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000519,Accelerated: Reducing Genetic Load in Cassava,17/09/2013,17/09/2013,,31/08/2016,, Unplanned; 2013; 2014; 2015; 2016,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Cornell University,"1,234,931","617,465","645,040",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000520,WHO AFRO support to 10 countries for cervical cancer policies and monitoring,23/10/2013,23/10/2013,,31/10/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"2,832,359","283,236","1,255,582",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000521,Conference Support: Priorities and Strategies for Improved Plantain Breeding,27/08/2013,27/08/2013,,28/02/2014,, Unplanned; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"29,848","6,633","29,848",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000522,Conference Support: Priorities and Strategies for Improved Plantain Breeding,27/08/2013,27/08/2013,,28/02/2014,, Unplanned; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"29,848","3,848","29,848",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000523,Conference Support: Priorities and Strategies for Improved Plantain Breeding,27/08/2013,27/08/2013,,28/02/2014,, Unplanned; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"29,848","29,848","29,848",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000524,Media and Communications to Shape Demands and Practice for Family Health in Nigeria,04/11/2013,04/11/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,BBC Media Action,"6,500,718","6,500,718","2,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000525,Media and Communications to Shape Demands and Practice for Family Health in Nigeria,04/11/2013,04/11/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,BBC Media Action,"6,500,718","6,500,718","2,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000526,Media and Communications to Shape Demands and Practice for Family Health in Nigeria,04/11/2013,04/11/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,BBC Media Action,"6,500,718","6,500,718","2,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000527,Media and Communications to Shape Demands and Practice for Family Health in Nigeria,04/11/2013,04/11/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,BBC Media Action,"6,500,718","6,500,718","2,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000528,Media and Communications to Shape Demands and Practice for Family Health in Nigeria,04/11/2013,04/11/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,BBC Media Action,"6,500,718","6,500,718","2,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000529,HT Cassava: Targeted Mutagenesis,14/11/2013,14/11/2013,,31/10/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Cibus US LLC,"2,574,720","2,574,720","555,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000530,HT Cassava: Targeted Genome Editing,30/11/2013,30/11/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,University of Minnesota,"2,374,157","2,374,157","764,548",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000531,General Operating Support,15/08/2013,15/08/2013,,19/08/2014,, Unplanned; 2013; 2014,Governance,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Tony Blair Africa Governance Initiative,"750,000","350,000","750,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000532,General Operating Support,15/08/2013,15/08/2013,,19/08/2014,, Unplanned; 2013; 2014,Governance,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Tony Blair Africa Governance Initiative,"750,000","300,000","750,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000533,WSA Mentoring Programme Project: Lagos State Wastewater Management Office (LSWMO) in Nigeria,31/10/2013,31/10/2013,,31/05/2014,, Unplanned; 2013; 2014,Water Sanitation and Hygiene,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Water and Sanitation for Africa,"349,123","349,123","349,123",,,"'Federal Republic of Nigeria', '2328926'"
