Projet,Titre du projet,Descriptif,Année,Date d'Approbation Prévue,Date de Début Prévue,Date de Fin Prévue,Date d'Approbation Effective,Date de Début Effective,Date de Fin Effective,Agence de financement,Source de Financement,Agence d'Exécution (1er Niveau),Coût du Projet (USD),Engagement de GdB (USD),Décaissement du GdB (USD),Région,Province,Commune,A l’Echelle National,Secteur,Sous-Secteur,ADM2 Geonames Matches,ADM1 Geonames Matches,Country Geonames Match
BDI/000682,Formations/Séminaires,,2007; 2008,,2007-01-01,,,2007-01-01,,Japan International Cooperation Agency (JICA),Japon,Agence d'Exécution de 1er Niveau non défini,,,,Centre-Est,Non spécifié,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,,"'Republic of Burundi', 433561"
BDI/000683,Etude urgente sur le transport urbain à Bujumbura,,Imprévu; 2007,,2007-01-01,2008-01-31,,2007-01-01,2009-01-30,Japan International Cooperation Agency (JICA),Japon,Agence d'Exécution de 1er Niveau non défini,"3,450,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,TRANSPORTS ET ENTREPOSAGE,Transport routier,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000684,Etude sur le Plan de Réhabilitation des Equipements Médicaux à l'Hôpital Prince Régent Charles,,Imprévu; 2007,,,,,,,Japan International Cooperation Agency (JICA),Japon,Agence d'Exécution de 1er Niveau non défini,"40,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Infrastructure pour la santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000685,Construction et ouverture d'un Centre gynéco-obstétrique à Kabezi ( MSF Belgique),,Imprévu; 2006; 2007; 2008; 2009; 2010,,2007-01-01,2009-12-31,,2007-01-01,2012-05-03,Department for International Development (DFID),Royaume-Uni,Agence d'Exécution de 1er Niveau non défini,"1,282,873",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Infrastructure pour la santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000686,Projet d'appui à la stratégie sectorielle santé,,2007,,2007-01-11,2010-11-30,,2007-01-11,2011-06-03,Non spécifié,Non spécifié,Non spécifié,,,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Politique de la santé et gestion administrative,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000687,Assistance aux orphelins et enfants vulnérables,,Imprévu; 2006; 2007; 2008; 2009; 2010; 2011,,2006-01-05,2009-12-31,2006-10-05,2006-12-07,2015-02-06,Department for International Development (DFID),Royaume-Uni,Agence d'Exécution de 1er Niveau non défini,"10,614,163",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Droits de la personne,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000688,Projet d'appui aux réformes de l'enseignement supérieur (PARES),,Imprévu; 2007; 2008; 2009; 2010; 2011; 2012,,2007-04-06,2012-12-31,,2007-04-06,2013-10-01,Ambassade de France au Burundi,France,Agence d'Exécution de 1er Niveau non défini,"3,361,571",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,Enseignement supérieur,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000689,Projet de coopération et d'échanges en matière linguistique éducative et culturelle (CELEC),,Imprévu; 2005; 2006; 2007; 2008; 2009,,2006-01-09,2008-01-08,,2006-01-09,2010-02-07,Ambassade de France au Burundi,France,Agence d'Exécution de 1er Niveau non défini,"4,789,390",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,"Éducation, niveau non spécifié",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000690,Appui institutionnel à la PNB (Formation),,Imprévu; 2006; 2007; 2008; 2009; 2010; 2011; 2013; 2014,,2006-01-10,2009-01-12,,2006-01-10,2014-05-06,Ambassade de France au Burundi,France,Agence d'Exécution de 1er Niveau non défini,"3,547,447",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000691,Programme Sectoriel Santé et mesures complémentaires (Phase 1 au 4),,1995; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015,1994-05-01,1995-01-01,2016-12-31,,2007-01-01,2016-12-31,Allemagne,Allemagne,Agence d'Exécution de 1er Niveau non défini,"23,225,679",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Lutte contre les maladies infectieuses; Santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000693,Fonds d'Etudes et d'expertise V,,Imprévu; 2004; 2007; 2008; 2009; 2012,,2004-01-23,2011-12-31,1988-10-13,2004-01-23,2014-09-06,Allemagne,Allemagne,Agence d'Exécution de 1er Niveau non défini,"1,277,133",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000694,"Appui au programme d'urgence 2006 du Burundi: secteur hydraulique villagoise (Kirundo, Rutana, Ruyigi)",,Imprévu; 2006; 2007; 2008; 2009,,,2008-12-31,2006-10-17,2006-10-31,,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"2,544,529",,,Non spécifié,Non spécifié,Non spécifié,Non,PRODUCTION ET DISTRIBUTION D’ENERGIE,Centrales et barrages hydroélectriques,,,"'Republic of Burundi', 433561"
BDI/000695,Appui à la formation de la police nationale du Burundi,,Imprévu; 2006; 2007; 2008; 2009; 2010; 2011,2005-09-11,2006-09-01,2013-04-30,2005-09-11,2006-09-01,2010-12-13,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"4,111,294",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Gestion et réforme des systèmes de sécurité,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000696,"Projet d'appui à la justice et au renforcement de l'état de droit dans la région du Nord du Burundi (Kirundo, Muyinga, Ngozi, Kayanza)",,Imprévu; 2009; 2010; 2011; 2012; 2013,2009-12-14,2010-05-02,2013-04-30,2009-12-14,2010-05-02,2013-04-30,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"2,953,337",,,Nord,Kayanza; Muyinga; Ngozi; Kirundo,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Prévention et règlement des conflits, paix et sécurité",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Kirundo Province', 432455","'Republic of Burundi', 433561"
BDI/000697,Appui à la deuxième édition des Codes et Lois du Burundi,,Imprévu; 2004; 2007; 2008; 2009; 2010; 2011,2004-05-26,2004-08-30,2011-03-31,2004-05-26,2004-08-30,2011-03-31,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"1,762,930",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Prévention et règlement des conflits, paix et sécurité",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000698,Appui institutionnel au Ministère de l'Agriculture et de l'Elevage,,Imprévu; 2007; 2008; 2009; 2010; 2011,,,2012-01-24,,2007-12-20,2012-01-24,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"1,439,678",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,AGRICULTURE,Politique agricole et gestion administrative,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000699,Appui et Relance du Secteur Semencier au Burundi,,Imprévu; 2008; 2009; 2010; 2011; 2012,,,2010-10-27,2006-10-27,2008-04-17,2011-01-26,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"4,760,394",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,AGRICULTURE,Production agricole,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000700,Appui à la relance de la production agricole dans la province de Kirundo,,Imprévu; 2006; 2008; 2009; 2010; 2011; 2012; 2013; 2014,2006-10-27,2008-04-16,2011-10-26,2006-04-27,2008-04-16,2012-07-31,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"4,511,472",,,Nord,Kirundo,Non spécifié,Non,AGRICULTURE,Production agricole,,"'Kirundo Province', 432455","'Republic of Burundi', 433561"
BDI/000701,Fonds Commun de l'Education I,,Imprévu; 2007; 2008; 2009; 2010; 2011; 2012; 2013,2008-04-26,2008-07-25,2012-04-25,2008-04-26,2008-07-25,2013-12-31,Agence Francaise de Développement; Belgique; Department for International Development (DFID); Ministère des Affaires Etragères Luxembourgeoises,Belgique; France; Luxembourg; Royaume-Uni,Coopération Technique Belge,"35,935,702",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,"Éducation, niveau non spécifié",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000702,"Bourse d'études, de stage et bourses mixtes de la Belgique",,Imprévu; 2007; 2010; 2011; 2012,2001-12-31,2001-12-31,2012-12-31,,,,Belgique,Belgique,Coopération Technique Belge,"5,145,119",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,Enseignement supérieur,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000703,Projet d'Infrastructure scolaires et d'équipements pédagogiques - phase 2,,Imprévu; 2003; 2007; 2009,,,2008-12-31,2005-05-30,2003-01-10,,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"2,108,128",,,Non spécifié,Non spécifié,Non spécifié,Non,EDUCATION,Enseignement primaire,,,"'Republic of Burundi', 433561"
BDI/000704,Appui à l'enseignement secondaire technique et professionnel,,Imprévu; 2005; 2007; 2008; 2009; 2010; 2012,,,2010-05-25,2004-05-26,2005-07-14,2010-11-30,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"13,228,726",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,Formation professionnelle,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
